sale_id,branch_id,shoe_id,sale_date,َquantity_sold,total_price
875221,3,HE549,2024-07-08,1,250
664452,2,BO737,2024-08-07,3,900
765920,3,BA694,2024-03-30,2,240
267895,2,SA219,2024-10-23,4,600
524519,2,HE547,2024-01-18,4,1000
754797,2,CA492,2024-05-21,3,570
974572,2,BO370,2024-07-19,2,600
794604,2,BO868,2024-09-30,3,900
343927,2,FO923,2024-03-12,4,920
886768,1,BO125,2024-11-22,3,900
177279,3,HE823,2024-07-15,1,250
236061,3,SN116,2024-05-22,3,540
475340,1,BO934,2024-06-02,2,600
122045,1,BA499,2024-06-18,2,240
833908,2,CA518,2024-04-29,4,760
856809,3,HE104,2024-08-22,2,500
446620,2,CA882,2024-03-31,2,380
816169,2,CA293,2024-04-22,1,190
467425,2,HE468,2024-12-13,4,1000
958458,3,SA611,2024-08-25,3,450
283625,2,SA343,2024-11-06,4,600
524732,3,SN644,2024-09-20,4,720
541695,3,HE955,2024-04-21,1,250
322012,1,FO632,2024-05-14,1,230
736130,3,BO737,2024-06-04,2,600
752114,3,HE207,2024-02-08,3,750
725065,2,BO305,2024-12-11,4,1200
843400,2,BO199,2024-06-07,1,300
629507,1,FO622,2024-07-13,1,230
317627,1,FO455,2024-12-03,3,690
417714,3,SN503,2024-06-23,3,540
133152,1,BA528,2024-06-01,3,360
765759,2,CA514,2024-12-29,1,190
727860,3,BA141,2024-11-13,2,240
727023,3,BA797,2024-06-17,2,240
193534,2,HE468,2024-10-19,4,1000
527155,3,SN683,2024-05-28,2,360
814567,2,CA635,2024-01-22,4,760
434842,3,FO685,2024-02-29,2,460
473673,3,CA635,2024-05-10,3,570
533025,1,SN497,2024-08-24,1,180
301863,1,BA345,2024-07-11,1,120
871464,2,HE292,2024-12-28,2,500
522122,1,SN812,2024-04-28,3,540
899406,1,BO118,2024-11-06,1,300
954352,1,BA184,2024-09-02,1,120
924339,3,BA290,2024-04-21,4,480
705363,3,CA686,2024-04-26,2,380
401073,1,SN825,2024-09-14,3,540
663509,2,BA249,2024-10-22,4,480
821593,3,BA967,2024-10-03,1,120
632112,1,HE207,2024-01-22,3,750
222481,3,BA797,2024-05-23,2,240
936591,3,BA843,2024-11-27,2,240
659656,2,SN964,2024-01-01,4,720
422497,3,BO354,2024-07-24,3,900
287464,1,BO868,2024-12-07,1,300
832449,2,FO440,2024-05-05,2,460
726663,1,CA794,2024-06-18,3,570
105687,2,CA362,2024-05-28,4,760
968957,1,SN144,2024-06-18,3,540
982400,2,CA730,2024-08-26,3,570
549275,2,SA549,2024-12-18,4,600
702554,3,BA771,2024-12-16,4,480
648596,2,BA939,2024-09-30,1,120
345900,2,FO773,2024-11-05,3,690
719879,2,SN401,2024-07-22,2,360
331989,2,CA567,2024-12-12,3,570
435412,2,CA716,2024-11-27,3,570
923823,2,SN503,2024-02-06,4,720
474448,3,BA345,2024-08-05,3,360
764135,2,FO835,2024-04-12,1,230
469751,3,BA565,2024-08-11,3,360
272544,3,BO734,2024-06-21,1,300
130567,1,SA372,2024-11-08,4,600
169665,1,SN683,2024-10-25,3,540
537295,1,HE724,2024-08-08,1,250
638722,1,HE106,2024-03-07,3,750
769977,1,CA492,2024-06-11,2,380
997859,3,BO623,2024-10-23,2,600
762397,2,BO420,2024-01-31,4,1200
288215,2,CA163,2024-08-10,2,380
271793,1,BO915,2024-06-23,2,600
178519,1,CA518,2024-04-14,4,760
197939,3,SA822,2024-09-09,1,150
898484,2,SA864,2024-10-07,2,300
355774,2,BA824,2024-10-16,2,240
185234,1,SN581,2024-02-18,1,180
433792,3,FO445,2024-10-13,3,690
661606,1,CA794,2024-04-12,1,190
946774,3,SN521,2024-05-08,4,720
178023,1,SA549,2024-10-06,2,300
885956,3,HE888,2024-08-17,4,1000
278611,3,BA174,2024-12-11,4,480
273033,2,FO369,2024-10-03,3,690
724365,1,HE508,2024-03-10,1,250
593214,3,CA249,2024-11-03,1,190
910098,3,HE839,2024-07-14,2,500
247770,3,SN969,2024-02-26,1,180
366449,2,CA472,2024-07-19,4,760
320271,3,BA589,2024-07-04,3,360
881488,3,HE530,2024-07-16,1,250
556060,1,BA141,2024-07-08,2,240
186171,3,SN731,2024-05-09,2,360
362223,3,BA618,2024-10-15,1,120
884483,3,FO347,2024-02-07,2,460
559205,2,SN407,2024-06-09,1,180
174538,3,FO455,2024-05-11,1,230
328280,1,FO373,2024-04-05,3,690
565818,3,FO923,2024-03-15,3,690
539877,3,FO538,2024-01-07,4,920
505835,1,BO750,2024-09-07,2,600
279535,2,BA296,2024-03-20,3,360
159938,2,CA163,2024-09-05,2,380
979288,3,BA967,2024-09-19,4,480
267899,2,CA540,2024-12-11,4,760
514518,3,HE595,2024-01-16,2,500
908326,2,BO280,2024-03-15,2,600
726367,3,BA971,2024-07-20,1,120
461291,2,BA468,2024-09-25,3,360
803640,3,SN403,2024-09-25,2,360
393665,3,HE997,2024-10-24,4,1000
922934,1,BA751,2024-02-06,3,360
288997,3,HE320,2024-12-03,1,250
717720,2,BA565,2024-02-03,4,480
273148,3,BO948,2024-04-17,3,900
212595,2,HE783,2024-09-16,4,1000
230149,2,CA567,2024-08-12,2,380
978560,2,SA219,2024-03-11,2,300
529728,2,SA991,2024-01-27,4,600
862009,2,BO995,2024-08-26,1,300
160368,1,HE915,2024-05-20,4,1000
677671,2,HE206,2024-01-07,1,250
309371,2,BA726,2024-02-08,3,360
853661,1,FO393,2024-04-19,2,460
138053,3,BA141,2024-09-28,4,480
965103,2,FO333,2024-07-11,4,920
358773,3,FO997,2024-11-08,2,460
106982,2,BA795,2024-02-27,3,360
261350,3,SA195,2024-06-23,3,450
912777,3,CA389,2024-01-03,2,380
615446,3,BA751,2024-12-31,2,240
544267,1,CA623,2024-01-31,3,570
170106,1,CA623,2024-02-19,3,570
879038,3,SN512,2024-06-24,3,540
365797,1,BA781,2024-08-28,4,480
835298,2,HE823,2024-04-28,4,1000
919775,3,HE206,2024-05-20,3,750
964711,3,BA856,2024-02-26,2,240
258786,2,FO393,2024-10-08,2,460
231595,1,SN710,2024-11-18,3,540
140961,2,FO405,2024-05-13,3,690
170664,3,SN404,2024-11-03,4,720
397880,1,BO832,2024-11-14,1,300
596846,2,SA856,2024-12-22,2,300
331563,1,SN319,2024-02-06,2,360
378656,3,HE733,2024-11-30,3,750
108206,1,BA618,2024-01-06,4,480
872399,3,BO920,2024-02-20,3,900
939019,1,HE636,2024-05-10,4,1000
545276,2,BA672,2024-11-13,3,360
589674,3,SN992,2024-10-09,1,180
297793,2,BA398,2024-01-05,1,120
136412,1,SN731,2024-04-26,3,540
844976,3,FO433,2024-01-11,1,230
624757,1,SA549,2024-06-11,1,150
561402,3,CA475,2024-01-06,4,760
763640,2,BO199,2024-09-01,4,1200
901276,2,BA694,2024-05-18,1,120
580926,3,SA686,2024-11-18,2,300
622306,2,SA819,2024-07-01,2,300
980997,2,SN213,2024-08-10,2,360
636597,3,HE861,2024-01-22,3,750
220068,1,SA270,2024-11-14,2,300
425011,2,BO996,2024-04-23,4,1200
374623,3,BA795,2024-09-18,4,480
136082,1,BA831,2024-02-02,1,120
323650,2,BO995,2024-02-22,2,600
199800,2,SA255,2024-10-01,4,600
813743,1,HE104,2024-06-16,2,500
408404,1,BO750,2024-11-21,1,300
179865,3,BO897,2024-08-08,4,1200
606044,3,SN329,2024-06-17,2,360
389843,3,BA311,2024-05-19,4,480
138997,2,SA686,2024-11-12,4,600
261788,1,SA674,2024-06-22,3,450
207604,3,CA765,2024-02-08,2,380
389262,1,CA472,2024-08-06,3,570
261874,3,BA398,2024-08-19,3,360
884852,2,SA674,2024-09-01,4,600
770883,1,BO420,2024-09-03,2,600
869887,3,BA468,2024-10-24,2,240
966949,3,CA635,2024-05-16,3,570
446024,1,BO125,2024-09-19,2,600
778541,1,HE116,2024-08-09,3,750
269095,1,BA971,2024-08-25,4,480
245782,3,HE207,2024-12-12,2,500
396726,3,SN179,2024-03-23,1,180
516483,1,BO199,2024-11-15,3,900
374544,3,BO241,2024-09-24,1,300
828995,3,SN703,2024-05-19,1,180
838514,1,SN935,2024-07-17,2,360
803592,3,BO920,2024-06-05,1,300
250678,2,CA716,2024-09-26,1,190
273802,1,HE783,2024-09-04,3,750
165368,3,HE530,2024-01-09,2,500
579148,1,BA947,2024-12-16,4,480
792150,3,HE851,2024-05-25,4,1000
859922,3,FO632,2024-06-20,2,460
370169,3,SA372,2024-05-27,4,600
676857,1,BA499,2024-06-08,4,480
766404,1,BO600,2024-06-30,3,900
635650,1,HE562,2024-08-22,1,250
552969,2,BA831,2024-09-24,4,480
405987,2,SA770,2024-08-01,4,600
830925,2,HE348,2024-01-04,4,1000
272335,3,CA142,2024-04-07,4,760
824424,2,HE783,2024-10-18,2,500
818434,2,SN407,2024-10-28,4,720
574077,1,BA694,2024-10-24,3,360
376056,3,BO199,2024-02-28,1,300
553888,2,CA686,2024-01-15,2,380
161174,3,SN918,2024-10-22,2,360
141443,3,HE560,2024-08-01,1,250
631296,2,SN147,2024-08-01,2,360
102905,3,HE823,2024-04-23,2,500
781567,1,BA522,2024-11-23,4,480
840845,3,SA167,2024-06-11,1,150
279430,3,SN812,2024-10-27,3,540
963244,3,HE311,2024-09-06,3,750
886926,2,SA195,2024-10-12,1,150
950447,3,SA822,2024-07-20,3,450
351221,1,HE915,2024-03-23,2,500
750969,2,SA740,2024-08-02,1,150
829657,1,SN407,2024-11-06,1,180
253368,3,CA363,2024-04-07,4,760
162948,1,BA797,2024-10-28,3,360
348501,3,SA284,2024-02-17,2,300
626511,2,HE699,2024-07-01,2,500
521346,2,BA781,2024-08-16,1,120
622946,2,CA369,2024-09-14,4,760
238168,1,SN825,2024-07-04,1,180
531867,2,SA819,2024-10-21,1,150
101166,3,BA468,2024-04-15,2,240
562621,1,SN213,2024-12-06,1,180
808051,3,BO623,2024-09-06,4,1200
406896,2,BO915,2024-06-16,4,1200
509628,3,HE178,2024-08-08,2,500
390786,2,FO802,2024-05-10,2,460
543240,2,HE851,2024-10-29,2,500
229860,1,SN905,2024-11-13,3,540
285188,3,HE116,2024-11-14,2,500
305284,2,SN969,2024-03-12,2,360
917926,1,BA745,2024-09-07,1,120
343440,1,SA856,2024-12-09,4,600
427895,1,CA981,2024-05-31,2,380
940147,2,SA840,2024-01-19,4,600
193861,2,SA991,2024-01-08,3,450
798673,3,SN404,2024-09-09,4,720
744432,1,SN329,2024-01-06,3,540
340298,1,BA296,2024-04-08,1,120
857554,3,CA542,2024-08-09,3,570
959303,2,HE534,2024-08-20,1,250
103924,2,FO607,2024-08-29,1,230
152720,3,SA504,2024-07-16,3,450
373304,1,FO540,2024-04-16,1,230
818930,3,BO305,2024-08-25,3,900
343682,1,HE601,2024-01-25,1,250
308878,1,SN825,2024-06-08,2,360
418846,1,BO897,2024-04-26,4,1200
232613,2,BA863,2024-09-17,2,240
141112,2,BA547,2024-03-15,3,360
460277,3,BA332,2024-06-03,3,360
289892,2,SA219,2024-09-09,1,150
886480,1,CA369,2024-08-03,2,380
692932,1,BA528,2024-01-17,4,480
912502,2,BO540,2024-05-10,4,1200
364513,2,FO246,2024-09-28,2,460
756708,3,FO997,2024-02-14,1,230
749701,2,CA669,2024-05-26,1,190
999637,2,BO354,2024-02-17,2,600
609614,1,BA843,2024-07-14,2,240
586493,2,SN119,2024-11-11,1,180
368654,1,FO369,2024-04-12,3,690
645741,3,BA434,2024-06-07,4,480
805990,1,FO540,2024-05-04,2,460
832416,1,HE835,2024-03-29,4,1000
308678,1,BO420,2024-10-20,4,1200
111110,3,BA249,2024-09-22,3,360
376033,2,CA842,2024-08-21,1,190
265991,3,HE724,2024-11-26,1,250
763715,2,SN766,2024-02-29,1,180
131183,2,HE540,2024-09-04,2,500
647510,2,BO963,2024-03-12,1,300
574750,1,CA475,2024-11-12,2,380
371665,2,CA362,2024-11-09,3,570
498535,3,FO433,2024-08-28,1,230
173238,1,HE997,2024-05-19,3,750
275723,1,BA971,2024-11-20,1,120
111875,1,SN521,2024-06-23,3,540
928159,1,FO369,2024-08-09,2,460
894995,3,SA515,2024-09-15,4,600
934766,1,FO246,2024-07-04,4,920
387872,1,HE888,2024-04-10,1,250
870712,3,SN127,2024-03-18,1,180
873359,1,BA735,2024-04-10,2,240
935630,3,CA369,2024-08-06,4,760
202465,2,BO526,2024-05-31,3,900
296282,2,BO623,2024-08-07,2,600
209036,1,CA306,2024-07-12,2,380
755505,2,FO529,2024-01-04,1,230
849379,1,BO370,2024-09-12,2,600
769571,1,SN329,2024-06-14,4,720
956706,2,SN329,2024-04-23,3,540
932595,2,HE835,2024-08-26,4,1000
637472,2,BA971,2024-08-31,2,240
128880,2,SA154,2024-08-08,3,450
428671,2,BO623,2024-04-09,1,300
259579,2,BO996,2024-08-08,4,1200
395325,3,BO118,2024-05-02,2,600
550505,3,BA247,2024-04-07,2,240
239261,2,FO393,2024-12-13,1,230
701668,1,FO347,2024-10-19,1,230
839399,2,SN127,2024-10-29,2,360
861434,1,BA249,2024-03-25,3,360
589983,3,FO196,2024-12-31,1,230
933152,3,FO787,2024-08-11,2,460
150403,2,CA765,2024-02-26,1,190
636421,2,SA822,2024-06-01,2,300
755910,3,SN689,2024-04-20,2,360
116448,1,BA760,2024-05-30,2,240
214526,3,HE534,2024-10-17,3,750
706737,1,BA726,2024-05-01,4,480
211021,2,FO923,2024-01-10,4,920
339592,2,CA623,2024-08-23,4,760
995106,3,CA807,2024-04-20,4,760
188496,2,BO956,2024-05-11,2,600
476374,1,BO241,2024-11-29,2,600
465071,2,BA565,2024-04-14,4,480
834117,1,SN119,2024-05-28,2,360
557320,3,CA518,2024-09-07,4,760
734356,1,HE611,2024-03-16,3,750
686224,3,HE886,2024-06-04,2,500
308921,3,BO147,2024-04-14,2,600
352206,2,BA661,2024-08-22,1,120
726749,2,BA729,2024-09-29,2,240
789067,3,FO393,2024-02-16,4,920
159801,3,SA281,2024-09-27,3,450
169074,1,BA590,2024-12-06,1,120
986197,3,HE106,2024-10-07,1,250
652171,1,BA941,2024-05-13,3,360
716041,3,HE207,2024-11-21,2,500
237264,1,SA793,2024-12-26,1,150
326428,2,BA661,2024-11-24,2,240
594612,1,BA148,2024-10-04,4,480
995534,2,CA167,2024-03-25,3,570
450174,3,SN573,2024-05-23,4,720
991235,3,BO199,2024-12-19,3,900
565053,3,BO325,2024-02-21,4,1200
161661,1,CA716,2024-12-01,4,760
146158,1,BA738,2024-11-27,4,480
512282,1,CA730,2024-01-04,3,570
939388,3,BO948,2024-05-07,1,300
971442,3,HE733,2024-03-15,3,750
535053,3,SA154,2024-05-05,2,300
648268,1,BO280,2024-07-23,1,300
162783,2,SN731,2024-12-23,3,540
209363,1,BO241,2024-03-14,2,600
476421,2,SA991,2024-06-28,2,300
245333,3,SA219,2024-02-05,3,450
798930,1,SN918,2024-01-10,4,720
894458,1,HE861,2024-10-06,4,1000
385537,2,BO956,2024-02-15,4,1200
699228,1,CA806,2024-10-27,4,760
649112,2,BA797,2024-04-28,1,120
773237,2,SN319,2024-04-23,3,540
417519,2,HE888,2024-05-23,3,750
973742,3,HE601,2024-12-10,3,750
200488,2,HE133,2024-06-20,4,1000
282068,3,SA600,2024-04-27,1,150
378972,2,BO337,2024-09-17,4,1200
571907,2,BA525,2024-04-13,4,480
368160,3,BA771,2024-10-14,1,120
505726,2,SN812,2024-12-07,3,540
709733,2,BA745,2024-09-28,3,360
843653,1,SA770,2024-05-09,4,600
673519,2,SN688,2024-06-04,3,540
399854,3,BO199,2024-11-10,4,1200
292757,3,HE106,2024-11-03,2,500
450113,2,BO354,2024-03-22,4,1200
840750,3,HE206,2024-11-19,1,250
476023,3,SN319,2024-07-29,4,720
281864,3,CA167,2024-07-09,2,380
515314,2,SA903,2024-05-31,1,150
837008,3,FO769,2024-02-29,3,690
103348,3,FO923,2024-11-08,3,690
273152,1,BO915,2024-10-02,4,1200
431860,3,CA864,2024-06-20,4,760
906896,3,SA703,2024-05-18,2,300
216895,2,FO529,2024-11-24,1,230
649152,1,CA882,2024-02-28,2,380
709843,3,CA864,2024-05-21,1,190
630699,2,BA745,2024-01-28,4,480
201899,3,SN573,2024-12-02,3,540
775643,2,BA590,2024-03-10,4,480
601553,2,FO609,2024-09-28,3,690
330631,2,SN329,2024-01-21,3,540
796136,2,SN713,2024-08-15,3,540
899008,2,FO429,2024-08-15,3,690
548205,1,SA495,2024-08-03,3,450
769864,3,CA669,2024-01-31,4,760
867581,1,SN127,2024-08-01,1,180
267828,1,BO934,2024-06-12,4,1200
787060,1,SN521,2024-03-02,4,720
909886,3,SA372,2024-04-09,3,450
944836,1,BO705,2024-02-05,4,1200
781805,3,SN497,2024-11-16,2,360
426681,2,HE601,2024-12-14,1,250
962316,3,CA669,2024-01-24,2,380
551915,2,HE658,2024-12-14,4,1000
811691,2,BA141,2024-02-16,1,120
418309,3,SA686,2024-12-26,1,150
824776,3,HE624,2024-10-28,1,250
660735,2,FO609,2024-11-19,2,460
428353,1,CA785,2024-01-01,1,190
886665,2,BA939,2024-03-26,3,360
348908,2,FO802,2024-06-24,4,920
529398,2,HE106,2024-12-23,2,500
356845,1,SA154,2024-01-26,2,300
846875,2,SA496,2024-05-21,2,300
739868,1,BA174,2024-03-03,1,120
326315,2,SA341,2024-04-05,2,300
353638,2,FO696,2024-03-05,4,920
586937,3,BO605,2024-08-07,4,1200
698471,3,BO114,2024-02-09,2,600
399529,1,SN257,2024-10-02,1,180
126169,2,CA542,2024-06-22,3,570
562427,3,HE133,2024-03-13,1,250
264362,1,BO354,2024-01-17,1,300
353659,2,BA659,2024-12-22,1,120
777303,2,SA793,2024-06-29,1,150
481704,2,HE414,2024-08-14,1,250
778998,2,HE468,2024-03-30,1,250
257853,1,HE133,2024-04-19,1,250
283396,3,SN211,2024-12-26,2,360
516596,1,SN703,2024-09-06,1,180
296858,1,SA720,2024-10-01,1,150
404755,2,CA234,2024-07-21,2,380
936943,1,BA872,2024-02-14,4,480
737681,3,CA492,2024-04-19,3,570
407694,3,CA686,2024-07-31,2,380
623630,1,FO693,2024-09-08,4,920
477132,3,SA864,2024-11-21,4,600
632298,2,CA591,2024-03-12,1,190
201981,3,BA856,2024-04-15,1,120
383821,2,HE133,2024-10-15,2,500
298742,2,SN329,2024-11-19,2,360
560444,1,BA818,2024-02-05,3,360
429101,2,SN769,2024-10-22,2,360
221402,1,SN401,2024-05-06,2,360
984444,1,SN829,2024-10-04,1,180
802408,2,BA565,2024-10-04,4,480
987409,3,SN766,2024-01-17,4,720
397935,1,SN905,2024-11-11,3,540
380151,1,SN683,2024-09-25,3,540
119400,1,BO420,2024-02-03,2,600
921445,1,CA376,2024-02-11,3,570
790967,2,BA760,2024-12-15,2,240
476120,3,BO832,2024-04-30,3,900
672838,1,SA819,2024-04-29,2,300
511919,2,SN165,2024-08-29,3,540
481250,3,SN401,2024-07-30,1,180
275583,1,CA472,2024-02-15,1,190
312071,2,HE839,2024-06-10,4,1000
980164,1,FO928,2024-01-21,1,230
314073,2,SN969,2024-02-06,4,720
471902,1,FO997,2024-06-02,2,460
163621,1,FO696,2024-07-27,3,690
550979,3,BO600,2024-11-11,3,900
780022,1,HE320,2024-10-15,1,250
510817,1,BO147,2024-06-08,3,900
815223,2,CA794,2024-08-07,3,570
524629,2,BA771,2024-11-07,3,360
596409,1,CA234,2024-12-29,1,190
450430,1,BA694,2024-01-19,4,480
242950,1,FO488,2024-11-29,2,460
313237,2,BO651,2024-01-23,4,1200
345939,1,SN404,2024-07-31,4,720
411871,2,BO750,2024-06-18,4,1200
989223,3,CA518,2024-03-19,2,380
366523,3,CA518,2024-09-09,3,570
122755,1,HE414,2024-10-18,4,1000
504883,2,SA154,2024-08-19,3,450
936015,1,BA398,2024-04-20,1,120
899533,2,BA525,2024-01-08,3,360
729702,2,BA659,2024-04-15,2,240
803408,1,BA784,2024-10-07,1,120
400697,2,FO405,2024-01-10,4,920
353684,2,HE835,2024-09-05,2,500
811270,3,FO347,2024-10-28,1,230
592208,2,BA468,2024-04-03,4,480
740342,3,HE530,2024-10-11,2,500
614301,2,BO241,2024-08-19,2,600
162928,2,BA659,2024-07-19,3,360
276740,1,BA797,2024-10-27,4,480
164717,1,BA547,2024-11-22,2,240
727701,1,SA770,2024-07-05,4,600
405810,2,CA377,2024-12-01,1,190
915362,1,SA210,2024-10-21,4,600
462760,1,HE839,2024-04-23,3,750
367188,1,BO354,2024-12-10,1,300
308830,2,BO600,2024-08-16,2,600
837077,2,BO114,2024-03-26,2,600
924076,2,HE699,2024-05-25,3,750
167031,1,BA251,2024-04-25,2,240
507947,2,BA398,2024-03-02,2,240
873302,3,CA686,2024-01-05,2,380
172211,3,FO685,2024-06-09,4,920
452679,1,SN743,2024-09-20,2,360
576457,3,BO431,2024-02-26,1,300
563719,2,BA771,2024-02-12,3,360
706471,3,CA389,2024-03-25,2,380
248056,3,BA221,2024-09-10,1,120
121855,2,SN703,2024-10-14,3,540
181239,3,CA502,2024-12-31,3,570
300726,2,HE783,2024-05-29,4,1000
492061,3,SN829,2024-01-17,3,540
207738,3,BA659,2024-01-26,4,480
741209,1,SA703,2024-12-09,3,450
266780,2,BA784,2024-08-29,4,480
829544,1,BO750,2024-06-11,3,900
484861,2,HE106,2024-03-15,1,250
819130,3,BA526,2024-12-06,1,120
116872,3,SA903,2024-03-17,3,450
904195,3,CA295,2024-11-24,4,760
491488,3,BO897,2024-03-12,1,300
731088,1,SN743,2024-04-01,2,360
262466,3,SN521,2024-07-22,4,720
283805,2,BA884,2024-08-21,1,120
729269,3,CA807,2024-03-19,4,760
862472,3,BA141,2024-12-05,1,120
722094,3,SN992,2024-06-16,1,180
426236,2,BO280,2024-03-22,2,600
702702,3,HE392,2024-05-25,3,750
112567,2,FO581,2024-10-04,3,690
499823,1,BA526,2024-12-28,1,120
781045,3,SA911,2024-03-04,1,150
379057,3,BA525,2024-11-02,3,360
182731,3,SN257,2024-07-04,3,540
400346,3,SN683,2024-01-20,4,720
824542,3,SA686,2024-02-25,2,300
245459,3,BO737,2024-08-10,4,1200
357937,2,FO685,2024-10-12,2,460
936306,2,SA856,2024-10-11,4,600
498277,1,BA863,2024-02-23,1,120
460664,3,SA903,2024-02-04,2,300
490845,2,SA720,2024-01-26,2,300
828145,2,FO369,2024-09-09,3,690
813352,1,SN611,2024-10-09,4,720
896588,1,SN964,2024-08-02,3,540
235635,3,FO116,2024-09-11,4,920
543467,3,CA377,2024-01-31,2,380
594093,2,BA528,2024-12-21,2,240
716235,1,HE627,2024-08-07,3,750
277517,1,BO247,2024-06-28,2,600
343655,3,HE547,2024-01-16,3,750
806391,1,HE348,2024-11-15,4,1000
540395,2,BO354,2024-02-09,2,600
209361,1,SA819,2024-09-25,2,300
150443,3,SA807,2024-06-22,1,150
785253,2,FO773,2024-05-20,1,230
226993,2,CA381,2024-12-12,2,380
516098,1,SN743,2024-12-22,3,540
212754,3,SN165,2024-05-23,3,540
974072,2,SN147,2024-05-12,3,540
259799,2,SN935,2024-07-19,4,720
748287,2,SN935,2024-05-25,1,180
163621,3,HE888,2024-01-08,4,1000
482520,1,HE698,2024-09-27,1,250
684757,1,FO588,2024-01-19,2,460
446224,1,BA434,2024-03-04,4,480
616836,1,SN213,2024-07-25,3,540
619085,2,HE733,2024-01-12,2,500
304231,3,CA377,2024-09-17,3,570
377256,2,FO685,2024-06-17,2,460
773786,3,BA659,2024-08-30,1,120
157668,3,SN653,2024-08-20,2,360
224463,1,FO675,2024-06-06,2,460
569120,1,CA249,2024-01-26,3,570
717923,3,BA947,2024-07-31,3,360
575582,3,BO313,2024-11-27,1,300
616593,3,FO405,2024-08-14,4,920
664799,1,FO355,2024-10-24,2,460
749628,2,HE508,2024-11-25,4,1000
438195,1,BA141,2024-12-05,3,360
141664,2,BA751,2024-10-22,4,480
950569,2,CA234,2024-06-16,2,380
239185,1,SA822,2024-05-31,4,600
911497,3,CA716,2024-02-10,3,570
894939,3,SA903,2024-12-31,3,450
596047,1,BO897,2024-02-14,4,1200
688116,1,SN403,2024-08-12,1,180
208063,2,BO790,2024-06-15,4,1200
229574,3,BA221,2024-06-20,2,240
879094,1,FO704,2024-06-14,1,230
800628,1,FO632,2024-05-22,4,920
751391,2,SN172,2024-08-25,1,180
567305,3,FO773,2024-06-19,2,460
151358,3,CA363,2024-02-01,3,570
326615,3,BA325,2024-05-15,3,360
716406,2,FO693,2024-05-21,1,230
888613,3,SN404,2024-05-04,4,720
325339,1,CA807,2024-04-30,1,190
568462,2,FO997,2024-08-27,4,920
404993,3,FO355,2024-04-17,3,690
681910,2,SN172,2024-03-31,1,180
644560,2,BO838,2024-11-02,1,300
411656,2,FO997,2024-06-19,3,690
353888,2,BA694,2024-01-09,1,120
268808,3,SA495,2024-05-17,2,300
254274,1,SN602,2024-06-12,2,360
274568,3,HE562,2024-02-22,2,500
101592,2,SA725,2024-11-12,1,150
906700,1,SN905,2024-01-23,2,360
979955,1,CA798,2024-10-10,4,760
860586,3,BA345,2024-12-20,4,480
292532,2,SN512,2024-07-01,3,540
619440,2,SA327,2024-12-29,1,150
959684,2,BA120,2024-12-01,2,240
482524,1,SN769,2024-11-06,3,540
755096,2,HE839,2024-08-21,3,750
946482,1,BA672,2024-03-18,4,480
424129,2,CA295,2024-09-16,3,570
969988,3,BO995,2024-04-12,3,900
935876,3,BA290,2024-12-12,4,480
512618,3,SN127,2024-11-28,3,540
973085,1,BO431,2024-01-06,3,900
146889,3,BO199,2024-01-10,2,600
499758,2,BA522,2024-04-19,4,480
165366,2,SA275,2024-12-05,1,150
759452,1,BA729,2024-11-13,2,240
508786,2,SN404,2024-06-09,4,720
832884,1,SN319,2024-11-15,3,540
873326,3,BA522,2024-06-15,2,240
364897,2,BO838,2024-06-25,1,300
816615,2,BA468,2024-10-17,4,480
895468,2,FO787,2024-09-17,4,920
157022,1,SA327,2024-02-25,1,150
314957,3,CA785,2024-06-08,1,190
716192,1,SN918,2024-09-05,1,180
352483,1,FO196,2024-01-09,2,460
901563,3,FO429,2024-10-28,4,920
812982,3,CA249,2024-11-12,1,190
358625,3,HE534,2024-09-14,2,500
713755,2,SN653,2024-11-11,2,360
358670,1,FO529,2024-04-09,3,690
345704,3,CA981,2024-06-03,3,570
935121,1,FO529,2024-03-16,1,230
450237,2,CA882,2024-12-02,4,760
373396,1,CA472,2024-07-28,4,760
393112,3,BO420,2024-09-04,2,600
709918,2,SN653,2024-11-06,4,720
695404,1,SN571,2024-12-30,3,540
531545,3,BO569,2024-05-15,4,1200
870292,3,FO540,2024-10-17,1,230
690062,2,SN602,2024-05-21,4,720
155771,1,SN213,2024-09-22,2,360
747300,2,SN147,2024-07-22,2,360
349089,3,BO956,2024-11-07,4,1200
428877,2,BO466,2024-03-29,2,600
332201,2,HE823,2024-06-18,1,250
102189,3,CA716,2024-10-02,1,190
753426,1,FO429,2024-08-24,2,460
802715,1,HE835,2024-04-16,4,1000
988294,3,FO988,2024-10-30,3,690
612842,1,FO529,2024-02-08,2,460
368831,2,BA249,2024-01-05,2,240
133610,3,FO455,2024-08-06,4,920
318379,2,BO185,2024-12-06,3,900
789581,2,SN713,2024-09-16,1,180
736698,1,SN731,2024-08-01,1,180
937079,2,CA363,2024-02-13,2,380
212356,1,BO605,2024-05-18,4,1200
827336,1,SA270,2024-12-04,2,300
943752,3,SN735,2024-07-07,3,540
344781,3,BO948,2024-10-20,4,1200
289149,1,HE796,2024-01-24,1,250
920066,2,BA251,2024-02-26,1,120
852302,3,CA234,2024-11-28,1,190
120052,3,HE955,2024-02-28,2,500
539582,3,SN503,2024-07-18,2,360
297095,1,SA195,2024-10-27,1,150
631860,2,FO744,2024-08-30,2,460
393433,3,CA901,2024-11-17,3,570
781911,3,CA234,2024-07-11,3,570
